"ID";"RegioS";"Jaar";"Grijze Druk"
"582";"CR04  ";"1997JJ00";"22.7"
"583";"CR04  ";"1998JJ00";"22.7"
"584";"CR04  ";"1999JJ00";"22.7"
"585";"CR04  ";"2000JJ00";"22.8"
"586";"CR04  ";"2001JJ00";"22.8"
"587";"CR04  ";"2002JJ00";"22.7"
"588";"CR04  ";"2003JJ00";"22.8"
"589";"CR04  ";"2004JJ00";"23.1"
"590";"CR04  ";"2005JJ00";"23.5"
"591";"CR04  ";"2006JJ00";"23.9"
"592";"CR04  ";"2007JJ00";"24.3"
"593";"CR04  ";"2008JJ00";"24.9"
"594";"CR04  ";"2009JJ00";"25.6"
"595";"CR04  ";"2010JJ00";"26.4"
"596";"CR04  ";"2011JJ00";"27.1"
"597";"CR04  ";"2012JJ00";"28.7"
"598";"CR04  ";"2013JJ00";"29.9"
"599";"CR04  ";"2014JJ00";"31"
"600";"CR04  ";"2015JJ00";"32.1"
"601";"CR04  ";"2016JJ00";"33.1"
"602";"CR04  ";"2017JJ00";"33.9"
"603";"CR04  ";"2018JJ00";"34.9"
"604";"CR04  ";"2019JJ00";"35.6"
"605";"CR04  ";"2020JJ00";"36.4"
"606";"CR04  ";"2021JJ00";"37.3"
"607";"CR04  ";"2022JJ00";"37.9"
"608";"CR04  ";"2023JJ00";"38.3"
"609";"CR05  ";"1995JJ00";"23.4"
"610";"CR05  ";"1996JJ00";"23.5"
"611";"CR05  ";"1997JJ00";"23.5"
"612";"CR05  ";"1998JJ00";"23.6"
"613";"CR05  ";"1999JJ00";"23.6"
"614";"CR05  ";"2000JJ00";"23.7"
"615";"CR05  ";"2001JJ00";"23.9"
"616";"CR05  ";"2002JJ00";"24.1"
"617";"CR05  ";"2003JJ00";"24.4"
"618";"CR05  ";"2004JJ00";"24.8"
"619";"CR05  ";"2005JJ00";"25.3"
"620";"CR05  ";"2006JJ00";"26"
"621";"CR05  ";"2007JJ00";"26.5"
"622";"CR05  ";"2008JJ00";"27.3"
"623";"CR05  ";"2009JJ00";"28.1"
"624";"CR05  ";"2010JJ00";"29.3"
"625";"CR05  ";"2011JJ00";"30.5"
"626";"CR05  ";"2012JJ00";"32.4"
"627";"CR05  ";"2013JJ00";"34.1"
"628";"CR05  ";"2014JJ00";"34.9"
"629";"CR05  ";"2015JJ00";"36.5"
"630";"CR05  ";"2016JJ00";"37.6"
"631";"CR05  ";"2017JJ00";"38.7"
"632";"CR05  ";"2018JJ00";"39.7"
"633";"CR05  ";"2019JJ00";"40.8"
"634";"CR05  ";"2020JJ00";"41.8"
"635";"CR05  ";"2021JJ00";"42.6"
"636";"CR05  ";"2022JJ00";"43.6"
"637";"CR05  ";"2023JJ00";"44.1"
"638";"CR06  ";"1995JJ00";"24.6"
"639";"CR06  ";"1996JJ00";"24.8"
"640";"CR06  ";"1997JJ00";"25"
"641";"CR06  ";"1998JJ00";"25.3"
"642";"CR06  ";"1999JJ00";"25.4"
"643";"CR06  ";"2000JJ00";"25.6"
"644";"CR06  ";"2001JJ00";"25.7"
"645";"CR06  ";"2002JJ00";"25.9"
"646";"CR06  ";"2003JJ00";"26.1"
"647";"CR06  ";"2004JJ00";"26.4"
"648";"CR06  ";"2005JJ00";"26.9"
"649";"CR06  ";"2006JJ00";"27.4"
"650";"CR06  ";"2007JJ00";"27.7"
"651";"CR06  ";"2008JJ00";"28.2"
"652";"CR06  ";"2009JJ00";"28.9"
"653";"CR06  ";"2010JJ00";"29.9"
"654";"CR06  ";"2011JJ00";"30.7"
"655";"CR06  ";"2012JJ00";"32.2"
"656";"CR06  ";"2013JJ00";"33.7"
"657";"CR06  ";"2014JJ00";"35"
"658";"CR06  ";"2015JJ00";"36"
"659";"CR06  ";"2016JJ00";"36.7"
"660";"CR06  ";"2017JJ00";"37.4"
"661";"CR06  ";"2018JJ00";"38.2"
"662";"CR06  ";"2019JJ00";"39.1"
"663";"CR06  ";"2020JJ00";"39.9"
"664";"CR06  ";"2021JJ00";"40.7"
"665";"CR06  ";"2022JJ00";"41.6"
"666";"CR06  ";"2023JJ00";"42.1"
"667";"CR07  ";"1995JJ00";"23.8"
"668";"CR07  ";"1996JJ00";"24.2"
"669";"CR07  ";"1997JJ00";"24.3"
"670";"CR07  ";"1998JJ00";"24.9"
"671";"CR07  ";"1999JJ00";"25.2"
"672";"CR07  ";"2000JJ00";"25.6"
"673";"CR07  ";"2001JJ00";"25.8"
"674";"CR07  ";"2002JJ00";"26.1"
"675";"CR07  ";"2003JJ00";"26.3"
"676";"CR07  ";"2004JJ00";"26.7"
"677";"CR07  ";"2005JJ00";"27.4"
"678";"CR07  ";"2006JJ00";"27.9"
"679";"CR07  ";"2007JJ00";"28.4"
"680";"CR07  ";"2008JJ00";"29"
"681";"CR07  ";"2009JJ00";"29.8"
"682";"CR07  ";"2010JJ00";"30.9"
"683";"CR07  ";"2011JJ00";"31.7"
"684";"CR07  ";"2012JJ00";"33.4"
"685";"CR07  ";"2013JJ00";"35.1"
"686";"CR07  ";"2014JJ00";"36.6"
"687";"CR07  ";"2015JJ00";"38.1"
"688";"CR07  ";"2016JJ00";"39.1"
"689";"CR07  ";"2017JJ00";"39.7"
"690";"CR07  ";"2018JJ00";"41"
"691";"CR07  ";"2019JJ00";"42"
"692";"CR07  ";"2020JJ00";"42.9"
"693";"CR07  ";"2021JJ00";"43.9"
"694";"CR07  ";"2022JJ00";"44.6"
"695";"CR07  ";"2023JJ00";"45.3"
"696";"CR08  ";"1995JJ00";"22.7"
"697";"CR08  ";"1996JJ00";"23.1"
"698";"CR08  ";"1997JJ00";"23.6"
"699";"CR08  ";"1998JJ00";"24"
"700";"CR08  ";"1999JJ00";"24.4"
"701";"CR08  ";"2000JJ00";"24.9"
"702";"CR08  ";"2001JJ00";"25"
"703";"CR08  ";"2002JJ00";"25.3"
"704";"CR08  ";"2003JJ00";"25.7"
"705";"CR08  ";"2004JJ00";"26.2"
"706";"CR08  ";"2005JJ00";"26.7"
"707";"CR08  ";"2006JJ00";"27.2"
"708";"CR08  ";"2007JJ00";"27.7"
"709";"CR08  ";"2008JJ00";"28.4"
"710";"CR08  ";"2009JJ00";"29.2"
"711";"CR08  ";"2010JJ00";"30"
"712";"CR08  ";"2011JJ00";"30.6"
"713";"CR08  ";"2012JJ00";"32.3"
"714";"CR08  ";"2013JJ00";"34"
"715";"CR08  ";"2014JJ00";"35.5"
"716";"CR08  ";"2015JJ00";"36.8"
"717";"CR08  ";"2016JJ00";"38.1"
"718";"CR08  ";"2017JJ00";"39"
"719";"CR08  ";"2018JJ00";"40.2"
"720";"CR08  ";"2019JJ00";"41.1"
"721";"CR08  ";"2020JJ00";"42.2"
"722";"CR08  ";"2021JJ00";"43"
"723";"CR08  ";"2022JJ00";"43.8"
"724";"CR08  ";"2023JJ00";"44.4"
"725";"CR09  ";"1995JJ00";"25"
"726";"CR09  ";"1996JJ00";"25.1"
"727";"CR09  ";"1997JJ00";"25.2"
"728";"CR09  ";"1998JJ00";"25.3"
"729";"CR09  ";"1999JJ00";"25.5"
"730";"CR09  ";"2000JJ00";"26"
"731";"CR09  ";"2001JJ00";"26.3"
"732";"CR09  ";"2002JJ00";"26.5"
"733";"CR09  ";"2003JJ00";"26.6"
"734";"CR09  ";"2004JJ00";"27"
"735";"CR09  ";"2005JJ00";"27.4"
"736";"CR09  ";"2006JJ00";"27.9"
"737";"CR09  ";"2007JJ00";"28.2"
"738";"CR09  ";"2008JJ00";"28.8"
"739";"CR09  ";"2009JJ00";"29.4"
"740";"CR09  ";"2010JJ00";"30.3"
"741";"CR09  ";"2011JJ00";"31"
"742";"CR09  ";"2012JJ00";"32.8"
"743";"CR09  ";"2013JJ00";"34.3"
"744";"CR09  ";"2014JJ00";"35.7"
"745";"CR09  ";"2015JJ00";"36.7"
"746";"CR09  ";"2016JJ00";"37.7"
"747";"CR09  ";"2017JJ00";"38.5"
"748";"CR09  ";"2018JJ00";"39.3"
"749";"CR09  ";"2019JJ00";"40.1"
"750";"CR09  ";"2020JJ00";"41.1"
"751";"CR09  ";"2021JJ00";"41.8"
"752";"CR09  ";"2022JJ00";"42.5"
"753";"CR09  ";"2023JJ00";"42.9"
"754";"CR10  ";"1995JJ00";"21.2"
"755";"CR10  ";"1996JJ00";"21.4"
"756";"CR10  ";"1997JJ00";"21.5"
"757";"CR10  ";"1998JJ00";"21.7"
"758";"CR10  ";"1999JJ00";"21.9"
"759";"CR10  ";"2000JJ00";"21.9"
"760";"CR10  ";"2001JJ00";"21.8"
"761";"CR10  ";"2002JJ00";"21.8"
"762";"CR10  ";"2003JJ00";"21.9"
"763";"CR10  ";"2004JJ00";"22.1"
"764";"CR10  ";"2005JJ00";"22.4"
"765";"CR10  ";"2006JJ00";"22.6"
"766";"CR10  ";"2007JJ00";"22.8"
"767";"CR10  ";"2008JJ00";"23.1"
"768";"CR10  ";"2009JJ00";"23.5"
"769";"CR10  ";"2010JJ00";"24"
"770";"CR10  ";"2011JJ00";"24.5"
"771";"CR10  ";"2012JJ00";"25.6"
"772";"CR10  ";"2013JJ00";"26.7"
"773";"CR10  ";"2014JJ00";"27.6"
"774";"CR10  ";"2015JJ00";"28.4"
"775";"CR10  ";"2016JJ00";"29"
"776";"CR10  ";"2017JJ00";"29.6"
"777";"CR10  ";"2018JJ00";"30.3"
"778";"CR10  ";"2019JJ00";"30.8"
"779";"CR10  ";"2020JJ00";"31.5"
"780";"CR10  ";"2021JJ00";"32"
"781";"CR10  ";"2022JJ00";"32.5"
"782";"CR10  ";"2023JJ00";"32.9"
"783";"CR11  ";"1995JJ00";"23"
"784";"CR11  ";"1996JJ00";"23.2"
"785";"CR11  ";"1997JJ00";"23.4"
"786";"CR11  ";"1998JJ00";"23.3"
"787";"CR11  ";"1999JJ00";"23.4"
"788";"CR11  ";"2000JJ00";"23.3"
"789";"CR11  ";"2001JJ00";"23"
"790";"CR11  ";"2002JJ00";"22.9"
"791";"CR11  ";"2003JJ00";"22.9"
"792";"CR11  ";"2004JJ00";"22.9"
"793";"CR11  ";"2005JJ00";"23.1"
"794";"CR11  ";"2006JJ00";"23.5"
"795";"CR11  ";"2007JJ00";"23.6"
"796";"CR11  ";"2008JJ00";"24.1"
"797";"CR11  ";"2009JJ00";"24.5"
"798";"CR11  ";"2010JJ00";"24.9"
"799";"CR11  ";"2011JJ00";"25.3"
"800";"CR11  ";"2012JJ00";"26.6"
"801";"CR11  ";"2013JJ00";"27.8"
"802";"CR11  ";"2014JJ00";"28.9"
"803";"CR11  ";"2015JJ00";"29.7"
"804";"CR11  ";"2016JJ00";"30.6"
"805";"CR11  ";"2017JJ00";"31.4"
"806";"CR11  ";"2018JJ00";"32.1"
"807";"CR11  ";"2019JJ00";"32.8"
"808";"CR11  ";"2020JJ00";"33.5"
"809";"CR11  ";"2021JJ00";"34"
"810";"CR11  ";"2022JJ00";"34.8"
"811";"CR11  ";"2023JJ00";"35.3"
"812";"CR12  ";"1995JJ00";"21.3"
"813";"CR12  ";"1996JJ00";"21.6"
"814";"CR12  ";"1997JJ00";"21.9"
"815";"CR12  ";"1998JJ00";"22.3"
"816";"CR12  ";"1999JJ00";"22.5"
"817";"CR12  ";"2000JJ00";"22.7"
"818";"CR12  ";"2001JJ00";"22.9"
"819";"CR12  ";"2002JJ00";"23.1"
"820";"CR12  ";"2003JJ00";"23.3"
"821";"CR12  ";"2004JJ00";"23.7"
"822";"CR12  ";"2005JJ00";"24.1"
"823";"CR12  ";"2006JJ00";"24.5"
"824";"CR12  ";"2007JJ00";"25"
"825";"CR12  ";"2008JJ00";"25.5"
"826";"CR12  ";"2009JJ00";"26.2"
"827";"CR12  ";"2010JJ00";"26.9"
"828";"CR12  ";"2011JJ00";"27.4"
"829";"CR12  ";"2012JJ00";"28.7"
"830";"CR12  ";"2013JJ00";"30"
"831";"CR12  ";"2014JJ00";"31"
"832";"CR12  ";"2015JJ00";"31.9"
"833";"CR12  ";"2016JJ00";"32.8"
"834";"CR12  ";"2017JJ00";"33.5"
"835";"CR12  ";"2018JJ00";"34.4"
"836";"CR12  ";"2019JJ00";"35.1"
"837";"CR12  ";"2020JJ00";"35.6"
"838";"CR12  ";"2021JJ00";"36.1"
"839";"CR12  ";"2022JJ00";"36.5"
"840";"CR12  ";"2023JJ00";"36.9"
"841";"CR13  ";"1995JJ00";"21.5"
"842";"CR13  ";"1996JJ00";"21.8"
"843";"CR13  ";"1997JJ00";"22"
"844";"CR13  ";"1998JJ00";"22.5"
"845";"CR13  ";"1999JJ00";"22.7"
"846";"CR13  ";"2000JJ00";"22.9"
"847";"CR13  ";"2001JJ00";"23.1"
"848";"CR13  ";"2002JJ00";"23.3"
"849";"CR13  ";"2003JJ00";"23.5"
"850";"CR13  ";"2004JJ00";"23.7"
"851";"CR13  ";"2005JJ00";"24.1"
"852";"CR13  ";"2006JJ00";"24.6"
"853";"CR13  ";"2007JJ00";"24.9"
"854";"CR13  ";"2008JJ00";"25.4"
"855";"CR13  ";"2009JJ00";"26.1"
"856";"CR13  ";"2010JJ00";"26.8"
"857";"CR13  ";"2011JJ00";"27.4"
"858";"CR13  ";"2012JJ00";"28.8"
"859";"CR13  ";"2013JJ00";"30.1"
"860";"CR13  ";"2014JJ00";"31.1"
"861";"CR13  ";"2015JJ00";"32"
"862";"CR13  ";"2016JJ00";"32.7"
"863";"CR13  ";"2017JJ00";"33.4"
"864";"CR13  ";"2018JJ00";"34.1"
"865";"CR13  ";"2019JJ00";"34.8"
"866";"CR13  ";"2020JJ00";"35.3"
"867";"CR13  ";"2021JJ00";"35.8"
"868";"CR13  ";"2022JJ00";"36.3"
"869";"CR13  ";"2023JJ00";"36.6"
"870";"CR14  ";"1995JJ00";"23.7"
"871";"CR14  ";"1996JJ00";"23.9"
"872";"CR14  ";"1997JJ00";"24.1"
"873";"CR14  ";"1998JJ00";"24.3"
"874";"CR14  ";"1999JJ00";"24.6"
"875";"CR14  ";"2000JJ00";"24.8"
"876";"CR14  ";"2001JJ00";"25"
"877";"CR14  ";"2002JJ00";"25.2"
"878";"CR14  ";"2003JJ00";"25.5"
"879";"CR14  ";"2004JJ00";"25.9"
"880";"CR14  ";"2005JJ00";"26.3"
"881";"CR14  ";"2006JJ00";"26.9"
"882";"CR14  ";"2007JJ00";"27.7"
"883";"CR14  ";"2008JJ00";"28.6"
"884";"CR14  ";"2009JJ00";"29.5"
"885";"CR14  ";"2010JJ00";"30.4"
"886";"CR14  ";"2011JJ00";"31.3"
"887";"CR14  ";"2012JJ00";"33"
"888";"CR14  ";"2013JJ00";"34.5"
"889";"CR14  ";"2014JJ00";"36.1"
"890";"CR14  ";"2015JJ00";"37.4"
"891";"CR14  ";"2016JJ00";"38.6"
"892";"CR14  ";"2017JJ00";"39.6"
"893";"CR14  ";"2018JJ00";"40.8"
"894";"CR14  ";"2019JJ00";"41.9"
"895";"CR14  ";"2020JJ00";"42.9"
"896";"CR14  ";"2021JJ00";"43.7"
"897";"CR14  ";"2022JJ00";"44.7"
"898";"CR14  ";"2023JJ00";"45.4"
"899";"CR15  ";"1995JJ00";"20.1"
"900";"CR15  ";"1996JJ00";"20.3"
"901";"CR15  ";"1997JJ00";"20.6"
"902";"CR15  ";"1998JJ00";"20.8"
"903";"CR15  ";"1999JJ00";"20.9"
"904";"CR15  ";"2000JJ00";"21"
"905";"CR15  ";"2001JJ00";"21.1"
"906";"CR15  ";"2002JJ00";"21.3"
"907";"CR15  ";"2003JJ00";"21.5"
"908";"CR15  ";"2004JJ00";"21.8"
"909";"CR15  ";"2005JJ00";"22.2"
"910";"CR15  ";"2006JJ00";"22.6"
"911";"CR15  ";"2007JJ00";"22.9"
"912";"CR15  ";"2008JJ00";"23.2"
"913";"CR15  ";"2009JJ00";"23.7"
"914";"CR15  ";"2010JJ00";"24.2"
"915";"CR15  ";"2011JJ00";"24.7"
"916";"CR15  ";"2012JJ00";"25.9"
"917";"CR15  ";"2013JJ00";"27"
"918";"CR15  ";"2014JJ00";"28"
"919";"CR15  ";"2015JJ00";"28.9"
"920";"CR15  ";"2016JJ00";"29.7"
"921";"CR15  ";"2017JJ00";"30.4"
"922";"CR15  ";"2018JJ00";"31.3"
"923";"CR15  ";"2019JJ00";"32"
"924";"CR15  ";"2020JJ00";"32.7"
"925";"CR15  ";"2021JJ00";"33.4"
"926";"CR15  ";"2022JJ00";"34"
"927";"CR15  ";"2023JJ00";"34.4"
"928";"CR16  ";"1995JJ00";"18.9"
"929";"CR16  ";"1996JJ00";"18.9"
"930";"CR16  ";"1997JJ00";"19"
"931";"CR16  ";"1998JJ00";"19"
"932";"CR16  ";"1999JJ00";"19.1"
"933";"CR16  ";"2000JJ00";"19"
"934";"CR16  ";"2001JJ00";"19.1"
"935";"CR16  ";"2002JJ00";"19.1"
"936";"CR16  ";"2003JJ00";"19.3"
"937";"CR16  ";"2004JJ00";"19.7"
"938";"CR16  ";"2005JJ00";"19.9"
"939";"CR16  ";"2006JJ00";"20.3"
"940";"CR16  ";"2007JJ00";"20.8"
"941";"CR16  ";"2008JJ00";"21.5"
"942";"CR16  ";"2009JJ00";"22.2"
"943";"CR16  ";"2010JJ00";"23.1"
"944";"CR16  ";"2011JJ00";"23.7"
"945";"CR16  ";"2012JJ00";"25.2"
"946";"CR16  ";"2013JJ00";"26.6"
"947";"CR16  ";"2014JJ00";"27.9"
"948";"CR16  ";"2015JJ00";"29"
"949";"CR16  ";"2016JJ00";"29.9"
"950";"CR16  ";"2017JJ00";"30.8"
"951";"CR16  ";"2018JJ00";"31.7"
"952";"CR16  ";"2019JJ00";"32.1"
"953";"CR16  ";"2020JJ00";"32.8"
"954";"CR16  ";"2021JJ00";"33.2"
"955";"CR16  ";"2022JJ00";"33.8"
"956";"CR16  ";"2023JJ00";"34.1"
"957";"CR17  ";"1995JJ00";"19.6"
"958";"CR17  ";"1996JJ00";"19.8"
"959";"CR17  ";"1997JJ00";"19.8"
"960";"CR17  ";"1998JJ00";"19.8"
"961";"CR17  ";"1999JJ00";"19.8"
"962";"CR17  ";"2000JJ00";"19.8"
"963";"CR17  ";"2001JJ00";"19.8"
"964";"CR17  ";"2002JJ00";"19.8"
"965";"CR17  ";"2003JJ00";"19.8"
"966";"CR17  ";"2004JJ00";"20"
"967";"CR17  ";"2005JJ00";"20.2"
"968";"CR17  ";"2006JJ00";"20.5"
"969";"CR17  ";"2007JJ00";"20.7"
"970";"CR17  ";"2008JJ00";"21"
"971";"CR17  ";"2009JJ00";"21.3"
"972";"CR17  ";"2010JJ00";"21.8"
"973";"CR17  ";"2011JJ00";"22.1"
"974";"CR17  ";"2012JJ00";"23.3"
"975";"CR17  ";"2013JJ00";"24.3"
"976";"CR17  ";"2014JJ00";"25.1"
"977";"CR17  ";"2015JJ00";"25.8"
"978";"CR17  ";"2016JJ00";"26.4"
"979";"CR17  ";"2017JJ00";"26.9"
"980";"CR17  ";"2018JJ00";"27.5"
"981";"CR17  ";"2019JJ00";"28.2"
"982";"CR17  ";"2020JJ00";"28.7"
"983";"CR17  ";"2021JJ00";"29.1"
"984";"CR17  ";"2022JJ00";"29.6"
"985";"CR17  ";"2023JJ00";"29.9"
"986";"CR18  ";"1995JJ00";"17.6"
"987";"CR18  ";"1996JJ00";"17.7"
"988";"CR18  ";"1997JJ00";"17.9"
"989";"CR18  ";"1998JJ00";"18.1"
"990";"CR18  ";"1999JJ00";"18.3"
"991";"CR18  ";"2000JJ00";"18.5"
"992";"CR18  ";"2001JJ00";"18.7"
"993";"CR18  ";"2002JJ00";"19"
"994";"CR18  ";"2003JJ00";"19.3"
"995";"CR18  ";"2004JJ00";"19.8"
"996";"CR18  ";"2005JJ00";"20.3"
"997";"CR18  ";"2006JJ00";"21.1"
"998";"CR18  ";"2007JJ00";"21.8"
"999";"CR18  ";"2008JJ00";"22.5"
"1000";"CR18  ";"2009JJ00";"23.5"
"1001";"CR18  ";"2010JJ00";"24.6"
"1002";"CR18  ";"2011JJ00";"25.6"
"1003";"CR18  ";"2012JJ00";"27.5"
"1004";"CR18  ";"2013JJ00";"29.5"
"1005";"CR18  ";"2014JJ00";"31.1"
"1006";"CR18  ";"2015JJ00";"32.6"
"1007";"CR18  ";"2016JJ00";"34"
"1008";"CR18  ";"2017JJ00";"35.2"
"1009";"CR18  ";"2018JJ00";"36.4"
"1010";"CR18  ";"2019JJ00";"37.4"
"1011";"CR18  ";"2020JJ00";"38.3"
"1012";"CR18  ";"2021JJ00";"39.1"
"1013";"CR18  ";"2022JJ00";"39.8"
"1014";"CR18  ";"2023JJ00";"40.4"
"1015";"CR19  ";"1995JJ00";"18.9"
"1016";"CR19  ";"1996JJ00";"19.3"
"1017";"CR19  ";"1997JJ00";"19.6"
"1018";"CR19  ";"1998JJ00";"19.8"
"1019";"CR19  ";"1999JJ00";"20"
"1020";"CR19  ";"2000JJ00";"20.2"
"1021";"CR19  ";"2001JJ00";"20.4"
"1022";"CR19  ";"2002JJ00";"20.7"
"1023";"CR19  ";"2003JJ00";"21.1"
"1024";"CR19  ";"2004JJ00";"21.4"
"1025";"CR19  ";"2005JJ00";"22"
"1026";"CR19  ";"2006JJ00";"22.5"
"1027";"CR19  ";"2007JJ00";"23.1"
"1028";"CR19  ";"2008JJ00";"23.8"
"1029";"CR19  ";"2009JJ00";"24.5"
"1030";"CR19  ";"2010JJ00";"25.6"
"1031";"CR19  ";"2011JJ00";"26.5"
"1032";"CR19  ";"2012JJ00";"28.4"
"1033";"CR19  ";"2013JJ00";"30.2"
"1034";"CR19  ";"2014JJ00";"31.7"
"1035";"CR19  ";"2015JJ00";"33.4"
"1036";"CR19  ";"2016JJ00";"34.6"
"1037";"CR19  ";"2017JJ00";"35.3"
"1038";"CR19  ";"2018JJ00";"36.4"
"1039";"CR19  ";"2019JJ00";"37.4"
"1040";"CR19  ";"2020JJ00";"38.2"
"1041";"CR19  ";"2021JJ00";"38.8"
"1042";"CR19  ";"2022JJ00";"39.3"
"1043";"CR19  ";"2023JJ00";"39.7"
"1044";"CR20  ";"1995JJ00";"24.1"
"1045";"CR20  ";"1996JJ00";"24.7"
"1046";"CR20  ";"1997JJ00";"25.2"
"1047";"CR20  ";"1998JJ00";"25.8"
"1048";"CR20  ";"1999JJ00";"26"
"1049";"CR20  ";"2000JJ00";"26.4"
"1050";"CR20  ";"2001JJ00";"26.7"
"1051";"CR20  ";"2002JJ00";"26.5"
"1052";"CR20  ";"2003JJ00";"26.8"
"1053";"CR20  ";"2004JJ00";"27.2"
"1054";"CR20  ";"2005JJ00";"27.6"
"1055";"CR20  ";"2006JJ00";"28"
"1056";"CR20  ";"2007JJ00";"28.3"
"1057";"CR20  ";"2008JJ00";"28.5"
"1058";"CR20  ";"2009JJ00";"28.8"
"1059";"CR20  ";"2010JJ00";"29.2"
"1060";"CR20  ";"2011JJ00";"29.5"
"1061";"CR20  ";"2012JJ00";"30.9"
"1062";"CR20  ";"2013JJ00";"32.1"
"1063";"CR20  ";"2014JJ00";"33"
"1064";"CR20  ";"2015JJ00";"33.7"
"1065";"CR20  ";"2016JJ00";"34.2"
"1066";"CR20  ";"2017JJ00";"34.9"
"1067";"CR20  ";"2018JJ00";"35.4"
"1068";"CR20  ";"2019JJ00";"35.8"
"1069";"CR20  ";"2020JJ00";"36.3"
"1070";"CR20  ";"2021JJ00";"36.9"
"1071";"CR20  ";"2022JJ00";"37.6"
"1072";"CR20  ";"2023JJ00";"38.1"
"1073";"CR21  ";"1995JJ00";"28.4"
"1074";"CR21  ";"1996JJ00";"28.6"
"1075";"CR21  ";"1997JJ00";"28.5"
"1076";"CR21  ";"1998JJ00";"28.4"
"1077";"CR21  ";"1999JJ00";"28.1"
"1078";"CR21  ";"2000JJ00";"27.8"
"1079";"CR21  ";"2001JJ00";"27.5"
"1080";"CR21  ";"2002JJ00";"27.3"
"1081";"CR21  ";"2003JJ00";"27"
"1082";"CR21  ";"2004JJ00";"27.4"
"1083";"CR21  ";"2005JJ00";"27.6"
"1084";"CR21  ";"2006JJ00";"27.9"
"1085";"CR21  ";"2007JJ00";"28.2"
"1086";"CR21  ";"2008JJ00";"28.3"
"1087";"CR21  ";"2009JJ00";"28.6"
"1088";"CR21  ";"2010JJ00";"29"
"1089";"CR21  ";"2011JJ00";"29"
"1090";"CR21  ";"2012JJ00";"30.4"
"1091";"CR21  ";"2013JJ00";"31.4"
"1092";"CR21  ";"2014JJ00";"32.2"
"1093";"CR21  ";"2015JJ00";"32.9"
"1094";"CR21  ";"2016JJ00";"33.3"
"1095";"CR21  ";"2017JJ00";"33.5"
"1096";"CR21  ";"2018JJ00";"33.8"
"1097";"CR21  ";"2019JJ00";"34.1"
"1098";"CR21  ";"2020JJ00";"34.4"
"1099";"CR21  ";"2021JJ00";"34.8"
"1100";"CR21  ";"2022JJ00";"35.2"
"1101";"CR21  ";"2023JJ00";"35.2"
"1102";"CR22  ";"1995JJ00";"20.9"
"1103";"CR22  ";"1996JJ00";"20.9"
"1104";"CR22  ";"1997JJ00";"21"
"1105";"CR22  ";"1998JJ00";"21.2"
"1106";"CR22  ";"1999JJ00";"21.3"
"1107";"CR22  ";"2000JJ00";"21.5"
"1108";"CR22  ";"2001JJ00";"21.6"
"1109";"CR22  ";"2002JJ00";"21.7"
"1110";"CR22  ";"2003JJ00";"21.7"
"1111";"CR22  ";"2004JJ00";"22.2"
"1112";"CR22  ";"2005JJ00";"22.9"
"1113";"CR22  ";"2006JJ00";"23.4"
"1114";"CR22  ";"2007JJ00";"23.8"
"1115";"CR22  ";"2008JJ00";"24.2"
"1116";"CR22  ";"2009JJ00";"24.8"
"1117";"CR22  ";"2010JJ00";"25.4"
"1118";"CR22  ";"2011JJ00";"25.7"
"1119";"CR22  ";"2012JJ00";"27.1"
"1120";"CR22  ";"2013JJ00";"28.1"
"1121";"CR22  ";"2014JJ00";"29"
"1122";"CR22  ";"2015JJ00";"29.8"
"1123";"CR22  ";"2016JJ00";"30.4"
"1124";"CR22  ";"2017JJ00";"30.8"
"1125";"CR22  ";"2018JJ00";"31.1"
"1126";"CR22  ";"2019JJ00";"31.5"
"1127";"CR22  ";"2020JJ00";"31.9"
"1128";"CR22  ";"2021JJ00";"32"
"1129";"CR22  ";"2022JJ00";"32.4"
"1130";"CR22  ";"2023JJ00";"32.2"
"1131";"CR23  ";"1995JJ00";"19.7"
"1132";"CR23  ";"1996JJ00";"19.7"
"1133";"CR23  ";"1997JJ00";"19.6"
"1134";"CR23  ";"1998JJ00";"19.5"
"1135";"CR23  ";"1999JJ00";"19.2"
"1136";"CR23  ";"2000JJ00";"19"
"1137";"CR23  ";"2001JJ00";"18.9"
"1138";"CR23  ";"2002JJ00";"18.8"
"1139";"CR23  ";"2003JJ00";"18.6"
"1140";"CR23  ";"2004JJ00";"18.6"
"1141";"CR23  ";"2005JJ00";"18.6"
"1142";"CR23  ";"2006JJ00";"18.8"
"1143";"CR23  ";"2007JJ00";"18.8"
"1144";"CR23  ";"2008JJ00";"19"
"1145";"CR23  ";"2009JJ00";"19.1"
"1146";"CR23  ";"2010JJ00";"19.3"
"1147";"CR23  ";"2011JJ00";"19.3"
"1148";"CR23  ";"2012JJ00";"20.1"
"1149";"CR23  ";"2013JJ00";"20.8"
"1150";"CR23  ";"2014JJ00";"21.3"
"1151";"CR23  ";"2015JJ00";"21.6"
"1152";"CR23  ";"2016JJ00";"21.9"
"1153";"CR23  ";"2017JJ00";"22.2"
"1154";"CR23  ";"2018JJ00";"22.6"
"1155";"CR23  ";"2019JJ00";"22.9"
"1156";"CR23  ";"2020JJ00";"23.2"
"1157";"CR23  ";"2021JJ00";"23.7"
"1158";"CR23  ";"2022JJ00";"23.9"
"1159";"CR23  ";"2023JJ00";"24.2"
"1160";"CR24  ";"1995JJ00";"27.2"
"1161";"CR24  ";"1996JJ00";"27.5"
